Age,Occupation,Sex,Capital gain,Capital loss,Hours per week,Income
51, Sales, Male,0,1902,50, >50K
58, Prof-specialty, Male,0,1977,50, >50K
22, Adm-clerical, Male,0,0,12, <=50K
33, Transport-moving, Male,0,0,40, <=50K
27, Sales, Male,0,0,40, <=50K
35, Exec-managerial, Male,0,0,60, <=50K
32, Sales, Female,0,0,55, <=50K
41, Tech-support, Female,0,0,25, >50K
37, Craft-repair, Male,0,0,40, <=50K
17, Sales, Male,0,0,15, <=50K
50, Exec-managerial, Male,0,0,55, >50K
54, Exec-managerial, Female,0,0,38, <=50K
23, Other-service, Male,0,0,40, <=50K
40, Adm-clerical, Female,0,0,20, <=50K
29, Prof-specialty, Male,5013,0,40, <=50K
30, Exec-managerial, Male,0,0,55, <=50K
20, Sales, Male,0,0,8, <=50K
43, Farming-fishing, Male,0,0,50, <=50K
25, Tech-support, Male,0,0,25, <=50K
39, Sales, Male,0,0,50, >50K
48, Prof-specialty, Male,0,0,50, >50K
41, Other-service, Female,0,0,40, <=50K
24, Adm-clerical, Male,0,0,30, <=50K
20, Adm-clerical, Male,0,0,40, <=50K
25, Adm-clerical, Female,0,0,40, <=50K
57, Craft-repair, Male,0,0,40, >50K
39, Exec-managerial, Female,0,0,35, >50K
66, Prof-specialty, Male,0,0,40, >50K
34, Adm-clerical, Female,0,0,40, <=50K
36, Prof-specialty, Male,14084,0,40, >50K
46, Sales, Female,0,0,40, <=50K
42, Prof-specialty, Female,0,0,45, <=50K
46, Transport-moving, Male,0,1902,70, >50K
34, Protective-serv, Male,0,0,40, <=50K
43, Tech-support, Female,0,0,40, <=50K
42, Exec-managerial, Female,0,0,40, <=50K
31, Sales, Male,0,0,48, <=50K
32, Exec-managerial, Male,0,0,40, <=50K
46, Adm-clerical, Male,0,0,40, >50K
42, Craft-repair, Male,0,0,25, <=50K
21, Exec-managerial, Male,0,0,40, <=50K
24, Sales, Female,0,0,40, <=50K
23, Sales, Male,0,0,55, <=50K
50, Prof-specialty, Male,7298,0,40, >50K
37, Adm-clerical, Female,0,0,45, <=50K
44, Craft-repair, Male,0,0,40, >50K
29, Transport-moving, Male,0,0,40, <=50K
30, Adm-clerical, Female,0,0,24, <=50K
36, Sales, Male,0,0,44, <=50K
49, Sales, Male,0,0,45, <=50K
29, Craft-repair, Male,0,0,40, <=50K
45, Adm-clerical, Female,0,0,40, <=50K
75, Prof-specialty, Male,0,0,20, >50K
37, Exec-managerial, Female,0,0,40, <=50K
51, Machine-op-inspct, Male,0,0,25, <=50K
61, Farming-fishing, Male,0,0,48, <=50K
50, Adm-clerical, Male,0,0,40, <=50K
59, Machine-op-inspct, Male,0,0,40, <=50K
25, Adm-clerical, Female,0,0,30, <=50K
22, Handlers-cleaners, Male,0,0,16, <=50K
56, Transport-moving, Male,0,0,40, >50K
44, Adm-clerical, Female,0,0,40, <=50K
35, Craft-repair, Male,0,0,50, <=50K
57, Exec-managerial, Male,0,0,40, <=50K
47, Farming-fishing, Male,15024,0,50, >50K
27, Exec-managerial, Female,0,0,40, <=50K
50, Farming-fishing, Male,0,2051,20, <=50K
46, Transport-moving, Male,0,0,40, <=50K
48, Prof-specialty, Male,0,0,60, >50K
61, Adm-clerical, Male,0,0,40, >50K
33, Transport-moving, Male,0,0,87, <=50K
40, Other-service, Male,0,0,40, <=50K
58, Exec-managerial, Male,0,0,65, >50K
46, Exec-managerial, Male,0,2392,50, >50K
35, Prof-specialty, Male,0,0,40, >50K
51, Exec-managerial, Female,0,0,50, <=50K
37, Other-service, Female,0,0,40, <=50K
64, Prof-specialty, Male,0,2057,60, <=50K
41, Craft-repair, Male,0,0,54, <=50K
18, Handlers-cleaners, Male,594,0,30, <=50K
44, Farming-fishing, Male,0,0,88, <=50K
41, Prof-specialty, Female,0,0,48, >50K
33, Prof-specialty, Male,10520,0,40, >50K
37, Priv-house-serv, Female,0,0,16, <=50K
34, Adm-clerical, Female,0,0,40, <=50K
20, Handlers-cleaners, Male,0,0,40, <=50K
38, Exec-managerial, Male,0,0,40, <=50K
28, Other-service, Female,0,0,40, <=50K
20, Transport-moving, Male,0,0,45, <=50K
22, Tech-support, Male,0,0,8, <=50K
55, Adm-clerical, Female,0,0,73, <=50K
20, Prof-specialty, Male,0,0,35, <=50K
26, Prof-specialty, Female,0,0,40, <=50K
20, Farming-fishing, Male,0,0,70, <=50K
40, Other-service, Female,0,0,40, <=50K
33, Sales, Male,0,0,50, >50K
24, Sales, Female,0,0,40, <=50K
25, Exec-managerial, Male,0,0,46, <=50K
18, Other-service, Male,0,0,8, <=50K
49, Craft-repair, Male,0,0,60, <=50K
17, Handlers-cleaners, Male,0,0,17, <=50K
34, Craft-repair, Male,0,0,45, <=50K
37, Prof-specialty, Male,0,0,45, >50K
49, Exec-managerial, Male,0,0,40, >50K
74, Adm-clerical, Female,15831,0,40, >50K
37, Farming-fishing, Male,0,0,40, <=50K
20, Handlers-cleaners, Male,0,1573,40, <=50K
40, Exec-managerial, Female,0,0,35, >50K
34, Sales, Male,27828,0,40, >50K
30, Prof-specialty, Male,0,1740,40, <=50K
44, Adm-clerical, Female,0,0,40, <=50K
40, Other-service, Female,0,0,32, <=50K
58, Sales, Female,0,0,40, <=50K
44, Craft-repair, Male,0,0,40, <=50K
42, Sales, Male,0,0,25, >50K
39, Other-service, Male,0,0,18, <=50K
19, Other-service, Male,0,0,40, <=50K
41, Exec-managerial, Male,15024,0,70, >50K
29, Prof-specialty, Male,0,0,40, <=50K
34, Craft-repair, Male,0,0,40, <=50K
27, Farming-fishing, Male,41310,0,24, <=50K
54, Craft-repair, Female,0,0,48, <=50K
40, Machine-op-inspct, Female,0,0,37, <=50K
19, Sales, Female,0,0,25, <=50K
17, Other-service, Male,594,0,10, <=50K
33, Sales, Male,0,0,52, <=50K
80, Other-service, Female,0,0,24, <=50K
24, Craft-repair, Male,0,0,50, <=50K
28, Prof-specialty, Male,0,0,40, <=50K
55, Exec-managerial, Female,0,0,30, >50K
21, Exec-managerial, Male,0,0,40, <=50K
51, Adm-clerical, Female,0,0,38, <=50K
19, Machine-op-inspct, Female,0,0,40, <=50K
42, Other-service, Female,0,0,24, <=50K
60, Exec-managerial, Male,0,0,48, <=50K
51, Adm-clerical, Female,0,0,40, <=50K
21, Other-service, Female,0,0,40, <=50K
37, Craft-repair, Male,0,0,40, <=50K
26, Machine-op-inspct, Male,0,0,52, <=50K
42, Exec-managerial, Female,14084,0,60, >50K
40, Handlers-cleaners, Male,0,0,40, <=50K
55, Prof-specialty, Male,0,0,40, >50K
33, Other-service, Male,0,0,32, <=50K
62, Transport-moving, Male,0,1977,60, >50K
47, Sales, Female,0,0,30, <=50K
26, Sales, Male,0,0,51, <=50K
59, Adm-clerical, Female,0,0,20, <=50K
70, Adm-clerical, Female,0,0,17, <=50K
26, Adm-clerical, Female,0,0,20, <=50K
47, Sales, Male,0,0,65, <=50K
25, Exec-managerial, Female,0,0,43, <=50K
52, Prof-specialty, Male,15024,0,60, >50K
46, Craft-repair, Male,0,0,40, <=50K
67, Transport-moving, Male,0,0,20, <=50K
34, Exec-managerial, Male,0,0,50, >50K
53, Adm-clerical, Female,4650,0,40, <=50K
22, Adm-clerical, Female,0,0,35, <=50K
39, Adm-clerical, Male,0,0,42, <=50K
54, Craft-repair, Male,0,0,35, <=50K
24, Sales, Male,0,0,40, <=50K
37, Prof-specialty, Female,0,0,38, <=50K
38, Prof-specialty, Male,0,2559,90, >50K
41, Prof-specialty, Female,0,0,40, <=50K
36, Transport-moving, Male,0,0,33, <=50K
43, Exec-managerial, Male,15024,0,40, >50K
39, Prof-specialty, Male,0,0,40, <=50K
26, Sales, Male,0,0,45, <=50K
49, Prof-specialty, Female,4650,0,40, <=50K
37, Prof-specialty, Male,0,0,55, >50K
43, Exec-managerial, Male,0,0,50, >50K
54, Prof-specialty, Male,0,0,40, >50K
53, Sales, Male,0,0,40, >50K
57, Prof-specialty, Male,0,0,60, <=50K
28, Prof-specialty, Male,0,0,40, >50K
29, Other-service, Male,0,0,40, <=50K
21, Sales, Male,0,0,40, <=50K
51, Craft-repair, Male,0,0,40, <=50K
46, Transport-moving, Male,0,0,40, <=50K
50, Prof-specialty, Male,0,0,75, >50K
50, Exec-managerial, Female,0,0,48, <=50K
36, Exec-managerial, Female,0,0,40, <=50K
31, Prof-specialty, Male,0,0,40, <=50K
20, Adm-clerical, Female,0,0,10, <=50K
36, Handlers-cleaners, Male,0,0,40, <=50K
38, Craft-repair, Male,0,0,40, <=50K
37, Craft-repair, Male,0,0,45, >50K
39, Prof-specialty, Male,7688,0,40, >50K
18, Farming-fishing, Male,0,0,36, <=50K
33, Sales, Male,0,0,50, <=50K
35, Tech-support, Female,1151,0,40, <=50K
23, Handlers-cleaners, Male,0,0,40, <=50K
37, Other-service, Female,0,0,36, <=50K
25, Other-service, Male,0,0,30, <=50K
51, Tech-support, Male,0,0,40, <=50K
35, Craft-repair, Male,0,0,40, <=50K
54, Machine-op-inspct, Male,0,0,40, <=50K
32, Other-service, Female,0,0,13, <=50K
37, Protective-serv, Male,0,0,55, >50K
29, Sales, Male,0,0,40, >50K
45, Handlers-cleaners, Male,0,0,37, <=50K
61, Sales, Male,0,0,40, <=50K
40, Adm-clerical, Female,0,0,40, <=50K
24, Transport-moving, Female,0,0,49, <=50K
49, Machine-op-inspct, Male,0,0,38, <=50K
51, Exec-managerial, Male,25236,0,50, >50K
34, Transport-moving, Male,0,0,40, <=50K
20, Sales, Male,0,0,40, <=50K
30, Adm-clerical, Female,0,0,37, <=50K
49, Prof-specialty, Male,99999,0,80, >50K
26, Sales, Male,0,0,40, <=50K
63, Adm-clerical, Male,0,0,45, <=50K
36, Transport-moving, Male,0,0,55, <=50K
63, Prof-specialty, Male,0,0,40, >50K
22, Adm-clerical, Female,0,0,10, <=50K
40, Sales, Male,0,0,40, >50K
31, Adm-clerical, Female,0,0,35, <=50K
49, Craft-repair, Male,0,0,50, <=50K
23, Prof-specialty, Female,0,0,20, <=50K
25, Sales, Male,27828,0,40, >50K
28, Craft-repair, Male,0,0,45, >50K
44, Machine-op-inspct, Male,0,2205,35, <=50K
33, Transport-moving, Male,0,0,40, <=50K
21, Adm-clerical, Male,2597,0,45, <=50K
55, Other-service, Male,0,1672,40, <=50K
75, Sales, Male,2346,0,15, <=50K
61, Machine-op-inspct, Female,0,0,40, <=50K
53, Adm-clerical, Female,0,0,40, <=50K
26, Protective-serv, Male,0,0,45, >50K
48, Sales, Male,0,0,50, >50K
28, Exec-managerial, Male,0,0,50, >50K
29, Handlers-cleaners, Male,0,0,45, <=50K
25, Tech-support, Female,0,0,40, <=50K
37, Transport-moving, Male,0,0,40, <=50K
43, Prof-specialty, Female,0,0,55, <=50K
40, Transport-moving, Male,0,0,40, <=50K
34, Craft-repair, Male,0,0,45, >50K
55, Prof-specialty, Male,15024,0,30, >50K
31, Tech-support, Male,0,0,20, <=50K
32, Farming-fishing, Male,0,0,40, <=50K
26, Prof-specialty, Male,2463,0,50, <=50K
26, Prof-specialty, Male,0,0,50, >50K
44, Transport-moving, Male,0,0,40, <=50K
49, Transport-moving, Male,0,0,52, >50K
26, Adm-clerical, Female,0,0,30, <=50K
40, Farming-fishing, Male,0,0,60, <=50K
19, Adm-clerical, Female,0,0,40, <=50K
58, Farming-fishing, Male,0,0,40, <=50K
61, Tech-support, Male,0,0,40, >50K
28, Sales, Male,0,0,63, <=50K
26, Farming-fishing, Male,0,0,40, <=50K
64, Adm-clerical, Female,0,0,25, <=50K
42, Exec-managerial, Male,0,0,60, >50K
41, Tech-support, Male,0,0,40, >50K
45, Handlers-cleaners, Male,0,0,40, <=50K
39, Sales, Male,0,0,50, >50K
41, Other-service, Male,0,0,40, <=50K
51, Other-service, Female,0,0,40, <=50K
34, Adm-clerical, Female,0,0,40, <=50K
33, Exec-managerial, Male,0,1902,45, >50K
23, Other-service, Male,0,2559,40, >50K
35, Craft-repair, Male,0,0,60, <=50K
41, Priv-house-serv, Female,0,0,25, <=50K
39, Craft-repair, Female,0,0,50, <=50K
41, Sales, Male,0,0,55, <=50K
33, Exec-managerial, Male,0,0,40, <=50K
22, Other-service, Male,0,0,40, <=50K
25, Exec-managerial, Female,0,1504,45, <=50K
25, Machine-op-inspct, Female,0,0,40, <=50K
77, Adm-clerical, Male,0,0,20, >50K
66, Sales, Female,0,0,40, <=50K
19, Sales, Male,0,0,35, <=50K
44, Other-service, Female,0,0,38, <=50K
45, Sales, Female,25236,0,42, >50K
28, Sales, Male,0,0,50, <=50K
19, Handlers-cleaners, Male,2597,0,40, <=50K
43, Machine-op-inspct, Male,4386,0,40, >50K
39, Tech-support, Male,15024,0,40, >50K
33, Sales, Male,0,0,50, <=50K
44, Other-service, Female,0,0,40, <=50K
62, Machine-op-inspct, Female,0,0,40, <=50K
40, Sales, Male,0,0,50, >50K
41, Other-service, Male,0,0,6, <=50K
23, Other-service, Male,0,0,30, <=50K
48, Craft-repair, Male,0,0,40, >50K
38, Prof-specialty, Male,0,0,45, <=50K
37, Exec-managerial, Male,0,0,50, >50K
45, Prof-specialty, Male,0,0,55, >50K
29, Protective-serv, Male,0,0,40, <=50K
66, Adm-clerical, Female,0,0,25, <=50K
19, Other-service, Female,0,0,50, <=50K
23, Handlers-cleaners, Male,0,0,39, <=50K
34, Tech-support, Male,0,0,40, >50K
39, Exec-managerial, Female,0,0,45, <=50K
33, Transport-moving, Male,0,0,60, <=50K
43, Sales, Female,0,0,10, <=50K
27, Transport-moving, Male,0,0,99, <=50K
33, Adm-clerical, Male,0,0,35, <=50K
26, Farming-fishing, Male,0,0,30, <=50K
56, Exec-managerial, Male,27828,0,60, >50K
46, Sales, Male,0,0,36, <=50K
38, Craft-repair, Female,0,0,40, <=50K
90, Craft-repair, Male,0,0,40, <=50K
72, Exec-managerial, Male,0,0,25, >50K
20, Adm-clerical, Female,0,0,15, <=50K
29, Craft-repair, Male,0,0,48, <=50K
49, Transport-moving, Male,0,0,75, <=50K
23, Other-service, Female,0,0,35, <=50K
20, Sales, Female,0,0,18, <=50K
57, Exec-managerial, Male,4508,0,40, <=50K
46, Prof-specialty, Female,0,0,40, <=50K
33, Prof-specialty, Male,0,0,40, >50K
24, Sales, Male,0,0,55, <=50K
49, Craft-repair, Male,0,0,45, <=50K
54, Transport-moving, Male,0,0,65, <=50K
46, Prof-specialty, Female,0,1564,50, >50K
31, Craft-repair, Male,0,0,50, <=50K
43, Prof-specialty, Male,0,1977,40, >50K
19, Machine-op-inspct, Male,0,0,40, <=50K
46, Adm-clerical, Male,0,0,40, <=50K
43, Prof-specialty, Male,0,0,40, <=50K
58, Craft-repair, Male,0,0,40, <=50K
43, Sales, Male,0,0,45, <=50K
21, Adm-clerical, Male,0,0,25, <=50K
52, Adm-clerical, Male,0,0,70, >50K
34, Craft-repair, Male,0,0,32, >50K
28, Handlers-cleaners, Female,0,0,40, <=50K
34, Transport-moving, Male,0,0,40, <=50K
29, Machine-op-inspct, Male,0,0,40, >50K
39, Farming-fishing, Male,0,0,65, <=50K
49, Machine-op-inspct, Female,0,0,35, <=50K
35, Craft-repair, Male,0,0,50, >50K
31, Other-service, Female,0,0,20, <=50K
18, Handlers-cleaners, Male,0,0,30, <=50K
47, Other-service, Male,4386,0,40, >50K
46, Sales, Male,5013,0,50, <=50K
43, Sales, Male,0,0,40, >50K
51, Craft-repair, Male,4386,0,40, >50K
21, Adm-clerical, Female,0,0,40, <=50K
31, Prof-specialty, Female,0,1902,35, >50K
39, Protective-serv, Male,0,1887,40, >50K
58, Adm-clerical, Male,0,0,48, <=50K
36, Prof-specialty, Female,0,0,40, <=50K
38, Machine-op-inspct, Female,0,0,40, <=50K
31, Exec-managerial, Female,0,1902,35, >50K
19, Handlers-cleaners, Male,0,0,40, <=50K
38, Tech-support, Female,0,0,36, <=50K
26, Prof-specialty, Female,0,0,60, <=50K
38, Adm-clerical, Female,0,0,16, <=50K
36, Craft-repair, Male,0,0,45, <=50K
40, Exec-managerial, Male,0,0,45, >50K
41, Tech-support, Female,0,0,25, >50K
33, Sales, Male,0,0,45, <=50K
51, Machine-op-inspct, Male,0,0,40, <=50K
34, Sales, Male,0,0,40, <=50K
33, Sales, Male,0,0,40, <=50K
25, Craft-repair, Male,0,0,45, <=50K
30, Sales, Male,0,0,66, <=50K
19, Adm-clerical, Male,0,0,25, <=50K
47, Exec-managerial, Female,0,0,40, >50K
26, Adm-clerical, Female,0,0,40, <=50K
21, Other-service, Female,0,0,14, <=50K
36, Other-service, Male,0,0,60, >50K
60, Machine-op-inspct, Male,0,0,40, <=50K
28, Prof-specialty, Male,0,0,40, <=50K
19, Adm-clerical, Female,0,0,14, <=50K
42, Prof-specialty, Male,0,0,90, <=50K
36, Machine-op-inspct, Female,0,0,36, <=50K
35, Other-service, Female,0,0,38, <=50K
22, Adm-clerical, Female,0,0,25, <=50K
54, Craft-repair, Male,0,0,40, >50K
36, Prof-specialty, Male,0,0,45, <=50K
55, Transport-moving, Male,0,0,65, <=50K
57, Adm-clerical, Male,0,0,40, <=50K
56, Transport-moving, Male,0,0,36, <=50K
24, Exec-managerial, Male,0,0,50, <=50K
35, Prof-specialty, Male,0,0,40, >50K
51, Sales, Male,0,0,40, <=50K
34, Exec-managerial, Male,0,0,44, <=50K
36, Adm-clerical, Female,0,0,42, <=50K
51, Other-service, Female,0,0,40, <=50K
46, Prof-specialty, Male,0,0,60, >50K
42, Exec-managerial, Female,5455,0,50, <=50K
25, Prof-specialty, Female,0,0,40, <=50K
22, Handlers-cleaners, Male,0,0,50, <=50K
37, Craft-repair, Male,0,0,40, <=50K
48, Sales, Male,0,0,40, >50K
61, Prof-specialty, Male,15024,0,50, >50K
40, Transport-moving, Male,0,0,40, <=50K
58, Exec-managerial, Female,0,0,20, >50K
52, Farming-fishing, Male,0,0,20, <=50K
18, Other-service, Male,0,0,20, <=50K
27, Machine-op-inspct, Male,0,0,40, <=50K
48, Prof-specialty, Male,5013,0,45, <=50K
63, Craft-repair, Male,0,0,16, <=50K
38, Craft-repair, Male,0,0,60, <=50K
31, Adm-clerical, Male,0,2051,40, <=50K
40, Prof-specialty, Male,0,0,60, <=50K
41, Exec-managerial, Male,0,0,40, <=50K
28, Prof-specialty, Female,2174,0,40, <=50K
31, Prof-specialty, Male,14084,0,50, >50K
32, Craft-repair, Male,0,0,55, >50K
30, Handlers-cleaners, Male,0,0,72, <=50K
39, Craft-repair, Male,0,1876,40, <=50K
28, Sales, Male,0,0,50, <=50K
31, Handlers-cleaners, Female,0,0,35, <=50K
44, Prof-specialty, Male,0,0,40, >50K
22, Farming-fishing, Male,0,0,25, <=50K
36, Craft-repair, Male,0,0,35, <=50K
39, Exec-managerial, Male,0,1974,40, <=50K
61, Exec-managerial, Male,0,1672,40, <=50K
31, Transport-moving, Male,0,0,40, <=50K
21, Other-service, Female,0,0,25, <=50K
39, Farming-fishing, Male,2829,0,90, <=50K
34, Farming-fishing, Male,0,0,80, <=50K
21, Other-service, Male,0,0,15, <=50K
75, Prof-specialty, Male,0,0,48, >50K
21, Other-service, Male,0,0,24, <=50K
81, Sales, Male,0,0,15, <=50K
54, Other-service, Male,0,0,40, <=50K
34, Prof-specialty, Male,0,0,65, <=50K
54, Prof-specialty, Male,99999,0,50, >50K
41, Other-service, Male,0,0,45, <=50K
63, Other-service, Male,2580,0,20, <=50K
24, Machine-op-inspct, Male,0,0,40, <=50K
20, Adm-clerical, Female,0,0,40, <=50K
44, Prof-specialty, Female,0,0,60, <=50K
47, Sales, Male,0,0,40, >50K
31, Craft-repair, Male,0,0,40, <=50K
41, Craft-repair, Male,0,1590,40, <=50K
53, Craft-repair, Male,0,0,60, <=50K
63, Adm-clerical, Female,3471,0,40, <=50K
44, Prof-specialty, Male,0,0,45, >50K
37, Craft-repair, Male,0,0,46, >50K
28, Craft-repair, Male,0,0,50, >50K
57, Adm-clerical, Female,0,0,40, <=50K
22, Farming-fishing, Male,0,0,10, <=50K
33, Adm-clerical, Male,0,1848,45, >50K
30, Adm-clerical, Female,0,0,55, <=50K
20, Craft-repair, Male,0,0,40, <=50K
28, Adm-clerical, Female,0,0,45, <=50K
54, Priv-house-serv, Female,0,0,10, <=50K
20, Handlers-cleaners, Male,0,0,35, <=50K
34, Exec-managerial, Male,0,0,40, <=50K
21, Adm-clerical, Male,0,0,40, <=50K
29, Other-service, Female,0,0,40, <=50K
51, Exec-managerial, Female,0,0,40, <=50K
39, Machine-op-inspct, Female,0,0,70, <=50K
19, Adm-clerical, Female,0,0,38, <=50K
22, Farming-fishing, Male,0,0,40, <=50K
59, Adm-clerical, Female,0,0,38, <=50K
18, Sales, Male,0,0,13, <=50K
22, Other-service, Male,0,0,20, <=50K
42, Craft-repair, Male,0,0,40, >50K
39, Craft-repair, Male,0,0,40, <=50K
31, Sales, Male,0,0,40, >50K
28, Craft-repair, Female,0,0,40, <=50K
22, Exec-managerial, Female,0,0,7, <=50K
67, Other-service, Female,0,0,40, <=50K
17, Sales, Female,0,0,25, <=50K
47, Adm-clerical, Male,0,0,40, >50K
23, Adm-clerical, Female,0,0,5, <=50K
20, Other-service, Female,0,0,40, <=50K
22, Sales, Female,0,0,40, <=50K
47, Transport-moving, Male,0,0,40, <=50K
49, Sales, Female,0,0,40, >50K
35, Exec-managerial, Female,0,0,40, <=50K
52, Exec-managerial, Female,0,0,40, <=50K
29, Sales, Female,0,0,40, <=50K
73, Sales, Female,0,0,40, <=50K
38, Prof-specialty, Male,0,0,50, >50K
59, Exec-managerial, Male,0,1902,52, >50K
35, Craft-repair, Male,4064,0,35, <=50K
18, Sales, Female,0,0,15, <=50K
24, Adm-clerical, Female,0,0,40, <=50K
33, Prof-specialty, Male,0,0,50, <=50K
40, Exec-managerial, Female,0,0,55, <=50K
55, Adm-clerical, Female,0,0,40, <=50K
44, Prof-specialty, Male,0,0,40, <=50K
40, Prof-specialty, Female,0,0,60, <=50K
22, Handlers-cleaners, Male,0,0,40, <=50K
55, Exec-managerial, Female,0,0,40, >50K
45, Tech-support, Female,0,0,26, <=50K
47, Prof-specialty, Female,0,0,50, >50K
56, Craft-repair, Male,0,0,40, <=50K
44, Machine-op-inspct, Male,0,0,40, <=50K
32, Adm-clerical, Male,0,0,38, <=50K
17, Other-service, Male,0,0,20, <=50K
44, Exec-managerial, Male,0,0,50, <=50K
32, Sales, Male,0,0,80, <=50K
35, Sales, Male,0,0,60, >50K
27, Other-service, Male,0,0,40, <=50K
32, Prof-specialty, Male,0,0,50, <=50K
68, Transport-moving, Male,0,0,70, <=50K
20, Other-service, Female,0,0,20, <=50K
33, Adm-clerical, Female,0,0,40, <=50K
24, Handlers-cleaners, Male,0,0,12, <=50K
48, Craft-repair, Male,0,0,45, <=50K
45, Prof-specialty, Female,0,0,50, <=50K
48, Adm-clerical, Female,0,0,40, <=50K
28, Prof-specialty, Male,0,0,45, >50K
39, Prof-specialty, Female,0,0,40, <=50K
23, Other-service, Male,0,0,30, <=50K
23, Exec-managerial, Male,0,0,40, <=50K
36, Adm-clerical, Female,0,0,40, <=50K
25, Prof-specialty, Female,0,0,40, <=50K
52, Other-service, Male,0,0,40, <=50K
35, Craft-repair, Male,0,0,40, <=50K
41, Exec-managerial, Male,0,0,40, <=50K
45, Sales, Female,0,0,42, >50K
58, Prof-specialty, Female,0,0,40, <=50K
67, Adm-clerical, Female,0,0,2, <=50K
48, Prof-specialty, Female,0,0,8, <=50K
63, Craft-repair, Male,0,0,48, <=50K
24, Protective-serv, Male,0,0,72, >50K
43, Craft-repair, Male,0,0,40, >50K
36, Transport-moving, Male,0,0,60, <=50K
32, Transport-moving, Male,0,0,72, <=50K
36, Craft-repair, Male,0,0,40, <=50K
43, Adm-clerical, Female,0,0,50, <=50K
27, Adm-clerical, Female,0,0,40, <=50K
17, Other-service, Male,0,0,12, <=50K
45, Sales, Female,0,0,46, <=50K
41, Craft-repair, Male,0,0,40, <=50K
41, Exec-managerial, Male,0,0,38, <=50K
48, Adm-clerical, Female,0,0,40, <=50K
26, Other-service, Female,0,0,24, <=50K
54, Farming-fishing, Male,0,0,60, <=50K
22, Sales, Female,0,0,48, <=50K
19, Transport-moving, Male,0,0,35, <=50K
47, Handlers-cleaners, Male,0,0,40, <=50K
32, Other-service, Female,0,0,20, <=50K
46, Exec-managerial, Male,15024,0,60, >50K
30, Tech-support, Female,0,0,40, >50K
35, Exec-managerial, Male,0,0,40, <=50K
52, Tech-support, Male,5013,0,40, <=50K
73, Farming-fishing, Male,0,0,18, <=50K
17, Other-service, Male,0,0,10, <=50K
32, Prof-specialty, Female,0,0,32, <=50K
43, Prof-specialty, Male,0,0,40, >50K
26, Machine-op-inspct, Female,0,0,40, <=50K
41, Exec-managerial, Male,0,0,40, >50K
49, Sales, Male,15024,0,60, >50K
52, Protective-serv, Male,0,0,40, <=50K
35, Adm-clerical, Female,0,0,32, <=50K
57, Other-service, Male,0,0,52, <=50K
35, Prof-specialty, Female,0,0,44, <=50K
33, Prof-specialty, Male,0,0,40, <=50K
56, Transport-moving, Male,0,0,40, <=50K
42, Sales, Male,0,0,60, <=50K
17, Adm-clerical, Male,0,0,20, <=50K
49, Adm-clerical, Female,0,0,35, <=50K
39, Prof-specialty, Male,0,0,45, >50K
34, Adm-clerical, Female,0,0,50, <=50K
37, Prof-specialty, Male,0,0,40, <=50K
22, Other-service, Male,0,0,35, <=50K
27, Craft-repair, Male,0,0,40, <=50K
21, Sales, Female,0,0,25, <=50K
44, Adm-clerical, Male,3103,0,40, >50K
53, Transport-moving, Male,0,0,99, <=50K
26, Craft-repair, Male,0,0,40, <=50K
48, Exec-managerial, Male,0,0,45, >50K
39, Exec-managerial, Male,0,0,70, <=50K
34, Other-service, Female,0,0,32, <=50K
54, Exec-managerial, Male,0,0,38, <=50K
36, Transport-moving, Male,7298,0,50, >50K
60, Prof-specialty, Male,5013,0,40, <=50K
50, Protective-serv, Male,0,0,40, >50K
48, Prof-specialty, Male,0,0,45, <=50K
35, Adm-clerical, Female,0,2205,40, <=50K
40, Prof-specialty, Female,0,0,50, <=50K
30, Exec-managerial, Male,0,0,70, <=50K
65, Machine-op-inspct, Male,6514,0,40, >50K
31, Craft-repair, Male,0,0,60, <=50K
46, Adm-clerical, Male,0,0,40, <=50K
62, Exec-managerial, Male,0,0,50, <=50K
38, Exec-managerial, Female,0,0,40, <=50K
24, Other-service, Female,0,0,30, <=50K
24, Sales, Female,0,0,50, <=50K
27, Prof-specialty, Female,0,0,48, <=50K
43, Other-service, Female,0,0,30, <=50K
48, Handlers-cleaners, Female,0,0,40, <=50K
41, Craft-repair, Male,0,0,40, <=50K
30, Tech-support, Female,0,0,45, <=50K
38, Sales, Male,0,0,40, >50K
45, Prof-specialty, Male,0,0,40, >50K
45, Prof-specialty, Male,0,0,40, <=50K
55, Adm-clerical, Female,0,0,38, <=50K
46, Exec-managerial, Male,0,0,75, <=50K
24, Prof-specialty, Male,0,0,40, <=50K
31, Adm-clerical, Female,0,0,25, <=50K
35, Craft-repair, Male,0,0,35, <=50K
37, Adm-clerical, Female,0,0,40, <=50K
29, Prof-specialty, Male,0,0,45, <=50K
56, Exec-managerial, Male,0,0,50, >50K
25, Exec-managerial, Male,0,1590,60, <=50K
33, Machine-op-inspct, Male,0,0,40, <=50K
44, Sales, Female,0,0,40, <=50K
21, Craft-repair, Male,0,0,40, <=50K
21, Adm-clerical, Male,0,0,40, <=50K
46, Exec-managerial, Male,0,0,40, >50K
44, Exec-managerial, Male,0,0,50, >50K
63, Exec-managerial, Female,0,0,40, <=50K
44, Adm-clerical, Female,0,0,30, <=50K
31, Craft-repair, Male,0,0,45, <=50K
26, Exec-managerial, Male,0,0,42, <=50K
37, Transport-moving, Male,0,0,50, <=50K
33, Craft-repair, Male,0,0,45, <=50K
